name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
Madison,AR,36.0125452,-93.7240531,16521,87,7,Madison County,,50,6,Madison County,"Huntsville, AR 72740, USA",https://madisoncogov.com/,0.6799999999999999,6542a2e8a129cb65b87a0085
Trussville City School District,AL,33.6309234,-86.5939754,5065,,6,Trussville City School District,13,970,0,Trussville City School District,"476 Main Street, Trussville, AL, 35173",https://www.trussvillecityschools.com/,0.8444444444444444,65a603f5c769fa16f6591540
Aberdeen,SD,45.4646777,-98.468104,28495,,4,Aberdeen city,100,160,25,City of Aberdeen,"123 S Lincoln St, Aberdeen, SD 57401, USA",http://www.aberdeen.sd.us/,0.5777777777777777,6542a2e8a129cb65b87a000f
Manatee,FL,27.4755558,-82.3931438,399710,81,5,Manatee County,,50,6,Manatee County,"1112 Manatee Ave W, Bradenton, FL 34205, USA",http://www.mymanatee.org,0.6486486486486487,6542a338a129cb65b87ab6f7
Conecuh,AL,31.4309257,-86.9887221,11597,35,6,Conecuh County,,50,6,Conecuh County,"Conecuh County Government Center, 111 Court St, Evergreen, AL 36401, USA",https://www.conecuhcounty.us/,0.8055555555555556,65a603f5c769fa16f65912c8
Bibb County School District,AL,33.0347368,-87.1360927,3098,,6,Bibb County School District,360,970,0,Bibb County School District,"721 Walnut Street, Centreville, AL, 35042",https://www.bibbed.org/,0.8695652173913043,65a603f5c769fa16f65914ca
Ames,IA,42.025281,-93.6210872,66427,,4,Ames city,1855,160,25,City of Ames,"515 Clark Ave, Ames, IA 50010, USA",http://www.cityofames.org/,0.8214285714285714,6542a322a129cb65b87a84a8
Luverne,AL,31.7189412,-86.2690815,2765,,6,Luverne city,44728,160,25,City of Luverne,"22 E 5th St, Luverne, AL 36049, USA",https://luverne.org,0.6363636363636364,6542a31ca129cb65b87a7081
Montgomery,VA,37.1755376,-80.3877942,99721,121,5,Montgomery County,,50,6,Montgomery County,"755 Roanoke St, Christiansburg, VA 24073, USA",https://www.montgomerycountyva.gov/,0.8461538461538461,6542a343a129cb65b87ac7ca
Muscle Shoals,AL,34.7431698,-87.6337614,16275,,6,Muscle Shoals city,53016,160,25,City of Muscle Shoals,"2010 E Avalon Ave, Muscle Shoals, AL 35661, USA",https://www.cityofmuscleshoals.com/,0.6857142857142857,6542a312a129cb65b87a4e39
Coosa County School District,AL,32.9547804,-86.2285714,805,,6,Coosa County School District,900,970,0,Coosa County School District,"73 Nixburg Road, Rockford, AL, 35136",https://www.coosaschools.org/,0.8275862068965517,6596ece9280c2e17d827a131
Fayette County School District,AL,33.7161568,-87.7642923,2163,,6,Fayette County School District,1470,970,0,Fayette County School District,"103 First Ave NW, Fayette, AL, 35555",https://www.fayette.k12.al.us/,0.8108108108108107,65a603f5c769fa16f65914f1
Winnsboro,SC,34.371822,-81.0906582,3215,,5,Winnsboro town,78460,160,43,Town of Winnsboro,"207 N Congress St, Winnsboro, SC 29180, USA",http://www.townofwinnsboro.com/,0.6571428571428571,6542a374a129cb65b87b38aa
Yupiit School District,AK,60.9184381,-161.1902224,471,,9,Yupiit School District,4,970,0,Yupiit School District,"1st Main St, Akiachak, AK, 99551",http://www.yupiit.org,0.6956521739130435,6542a323a129cb65b87a85bf
Hartselle,AL,34.4404338,-86.9403642,15455,,6,Hartselle city,33448,160,25,City of Hartselle,"611 Chestnut St NW, Hartselle, AL 35640, USA",https://www.hartselle.org/,0.6923076923076923,6542a323a129cb65b87a85bf
Hueytown,AL,33.4086036,-87.0165645,16776,,6,Hueytown city,36448,160,25,City of Hueytown,"1322 Hueytown Rd, Hueytown, AL 35023, USA",https://www.hueytownal.gov/,0.7297297297297297,65a603f5c769fa16f65913ba
Alleghany,VA,37.7879048,-80.008669,15223,5,5,Alleghany County,,50,6,Alleghany County,"9212 Winterberry Ave # C, Covington, VA 24426, USA",https://www.co.alleghany.va.us/,0.775,6542a2e8a129cb65b87a0370
Chesapeake,VA,36.6793761,-76.3017884,249422,,5,Chesapeake city,16000,160,25,City of Chesapeake,"306 Cedar Rd, Chesapeake, VA 23322, USA",http://www.cityofchesapeake.net,0.7380952380952381,6542a30ea129cb65b87a491b
Elba,AL,31.417218,-86.0771151,3508,,6,Elba city,23296,160,25,City of Elba,"200 Buford St, Elba, AL 36323, USA",https://www.elbaal.gov,0.7916666666666666,6542a2e8a129cb65b87a01bd
Cleburne,AL,33.6719637,-85.5161261,15056,29,6,Cleburne County,,50,6,Cleburne County,"6751 US-78, Heflin, AL 36264, USA",https://www.cleburnecounty.us/,0.8333333333333334,65a603f5c769fa16f65912b0
Montevallo,AL,33.1260535,-86.847702,7229,,6,Montevallo city,50312,160,25,City of Montevallo,"541 Main St, Montevallo, AL 35115, USA",http://www.cityofmontevallo.com,0.7272727272727273,6542a306a129cb65b87a380a
Allegheny,PA,40.4697574,-79.9804515,1250578,3,2,Allegheny County,,50,6,Allegheny County,"436 Grant St #202, Pittsburgh, PA 15219, USA",http://www.alleghenycounty.us,0.6666666666666667,6542a2e8a129cb65b87a0372
Brundidge,AL,31.7176386,-85.8175502,2073,,6,Brundidge city,10240,160,25,City of Brundidge,"200 N Main St, Brundidge, AL 36010, USA",https://brundidge.org,0.6190476190476191,6542a2e8a129cb65b87a0085
Russell,VA,36.9334198,-82.0959342,25781,167,5,Russell County,,50,6,Russell County,"PO Box 1508, Lebanon, VA 24266, USA",https://www.russellcountyva.us,0.6875,6542a322a129cb65b87a8270
Sky Valley,GA,34.984996,-83.3339935,482,,5,Sky Valley city,71282,160,25,City of Sky Valley,"3444 GA-246, Dillard, GA 30537, USA",https://skyvalleyga.com,0.7666666666666666,6542a35ea129cb65b87b09ad
Pike Road City School District,AL,32.32988,-86.0880737,2695,,6,Pike Road City School District,195,970,0,Pike Road City School District,"9045 Vaughn Road, Montgomery, AL, 36117",https://www.pikeroadschools.org/,0.8421052631578947,65a603f5c769fa16f65914c7
Bullock County School District,AL,32.0974751,-85.7044614,1397,,6,Bullock County School District,480,970,0,Bullock County School District,"108 Hardaway Avenue, Union Springs, AL, 36089",https://www.bullockco.org/,0.7428571428571429,65a603f5c769fa16f65914d1
Hot Spring,AR,34.3151767,-92.9441474,33040,59,7,Hot Spring County,,50,6,Hot Spring County,,https://hotspringcounty.org/,0.6785714285714286,6542a2e8a129cb65b87a0299
Beaufort,SC,32.358112,-80.6894218,187117,13,5,Beaufort County,,50,6,Beaufort County,"100 Ribaut Rd, Beaufort, SC 29902, USA",https://www.beaufortcountysc.gov/,0.7575757575757576,6542a322a129cb65b87a8270
Satsuma,AL,30.8578741,-88.0633829,6749,,6,Satsuma city,68352,160,25,City of Satsuma,,https://cityofsatsuma.com,0.6799999999999999,65a603f5c769fa16f6591497
Gravette,AR,36.4282963,-94.3685289,3547,,7,Gravette city,28360,160,25,City of Gravette,"202 Main St NE, Gravette, AR 72736, USA",https://www.gravettear.com/,0.7037037037037037,6542a36da129cb65b87b2b85
Bedford,VA,37.3362723,-79.517716,6657,,5,Bedford town,5544,160,43,Town of Bedford,"Town of bedford muncipal Building, 215 E Main St Apt 110, Bedford, VA 24523, USA",http://www.bedfordva.gov,0.7142857142857143,6542a305a129cb65b87a35af
Des Moines,IA,41.5725898,-93.6102428,214133,,4,Des Moines city,21000,160,25,City of Des Moines,"400 Robert D. Ray Dr, Des Moines, IA 50309, USA",https://www.dsm.city/,0.7142857142857143,65a603f5c769fa16f65914e8
Dickenson,VA,37.1367011,-82.3492199,14124,51,5,Dickenson County,,50,6,Dickenson County,"818 Happy Valley Dr, Clintwood, VA 24228, USA",https://www.dickensonva.org/,0.717948717948718,6542a316a129cb65b87a5eb8
Tuscaloosa,AL,33.2902197,-87.5227834,227036,125,6,Tuscaloosa County,,50,6,Tuscaloosa County,,http://www.tuscco.com/,0.76,6542a36da129cb65b87b2b85
Arkansas,AR,34.2895697,-91.3765466,17149,1,7,Arkansas County,,50,6,Arkansas County,"305 S College St, Stuttgart, AR 72160, USA",https://www.arcounties.org/counties/arkansas/,1.0,65a603f5c769fa16f6591501
Decatur,AR,36.3411032,-94.4513441,1773,,7,Decatur city,17740,160,25,City of Decatur,"310 East Avenue, Decatur, AR 72722, USA",http://decaturarkansas.com/city-office/,0.5652173913043479,65a603f5c769fa16f659151f
Alabama,AL,32.7396323,-86.8434593,5024279,,6,Alabama,,40,0,Alabama,,https://www.alabama.gov/,1.0,6542a2e8a129cb65b87a01bd
Iowa,IA,42.0700243,-93.4933473,3190369,,4,Iowa,,40,0,Iowa,,https://www.iowa.gov/,0.8571428571428572,6542a30ba129cb65b87a3f9e
Ridgeville,SC,33.0900329,-80.3072332,1672,,5,Ridgeville town,60370,160,43,Town of Ridgeville,"105 School St, Ridgeville, SC 29472, USA",https://ridgevillegov.com/,0.6666666666666667,65a603f5c769fa16f6591309
Foothills Park And Recreation District,CO,,,,,,Foothills Park And Recreation District,,360,,Foothills Park And Recreation District,,https://www.ifoothills.org/,0.7714285714285715,6580bb1caf7027edb913ed3c
Matanuska-Susitna Borough School District,AK,61.7533643,-149.4304783,19705,,9,Matanuska-Susitna Borough School District,510,970,0,Matanuska-Susitna Borough School District,"501 N Gulkana St, Palmer, AK, 99645",https://www.matsuk12.us/,1.0,65a603f5c769fa16f6591295
Orange Beach,AL,30.2939866,-87.5953711,8095,,6,Orange Beach city,57144,160,25,City of Orange Beach,"4099 Orange Beach Blvd, Orange Beach, AL 36561, USA",https://www.orangebeachal.gov/,0.7692307692307692,65a603f5c769fa16f659142e
Sevier,AR,33.9948773,-94.2432792,15839,133,7,Sevier County,,50,6,Sevier County,"2852, 115 N 3rd St # 108, De Queen, AR 71832, USA",https://www.seviercountyar.org/,0.7096774193548387,6542a2eaa129cb65b87a06ac
Albany,NY,42.6657453,-73.7983532,99224,,2,Albany city,1000,160,25,City of Albany,"24 Eagle St, Albany, NY 12207, USA",https://www.albanyny.gov,0.75,6542a2e8a129cb65b87a01bd
Lynchburg,VA,37.3990161,-79.1954582,79009,,5,Lynchburg city,47672,160,25,City of Lynchburg,"900 Church St, Lynchburg, VA 24504, USA",http://www.lynchburgva.gov,0.7096774193548387,6542a371a129cb65b87b362e
Wichita,KS,37.6906377,-97.3458362,397532,,4,Wichita city,79000,160,25,City of Wichita,"455 N Main, Wichita, KS 67202, USA",https://www.wichita.gov,0.7391304347826086,6542a30ba129cb65b87a3f9e
Barnwell,SC,33.2605516,-81.4342278,20589,11,5,Barnwell County,,50,6,Barnwell County,,https://www.barnwellcountysc.us/,0.7804878048780488,6542a2fca129cb65b87a2940
Jackson,MS,32.315834,-90.2128502,153701,,6,Jackson city,36000,160,25,City of Jackson,"219 S President St, Jackson, MS 39201, USA",http://www.jacksonms.gov/,0.78125,6542a32ba129cb65b87a9954
Jasper,SC,32.43059,-81.021627,28791,53,5,Jasper County,,50,6,Jasper County,"651 Grays Hwy, Ridgeland, SC 29936, USA",http://www.jaspercountysc.gov,0.6896551724137931,6542a32ba129cb65b87a9acb
Wytheville,VA,36.9533853,-81.0884377,8265,,5,Wytheville town,88000,160,43,Town of Wytheville,"150 E Monroe St, Wytheville, VA 24382, USA",http://www.wytheville.org,0.7142857142857143,6542a374a129cb65b87b3c2d
Centre,AL,34.1530593,-85.6716834,3587,,6,Centre city,13648,160,25,City of Centre,"401 E Main St, Centre, AL 35960, USA",http://www.cityofcentre.com,0.7777777777777778,65a603f5c769fa16f6591445
Centreville,AL,32.958967,-87.1320431,2800,,6,Centreville city,13672,160,25,City of Centreville,"1270 Walnut St, Centreville, AL 35042, USA",http://www.cityofcentre.com,0.7777777777777778,65a603f5c769fa16f6591445
Laurens,SC,34.4836761,-82.0054976,67539,59,5,Laurens County,,50,6,Laurens County,"Barksdale Square Shopping Center, 100 Hillcrest Square # C, Laurens, SC 29360, USA",https://laurenscounty.us/,0.7575757575757576,6542a334a129cb65b87aa896
Pelzer,SC,34.6436477,-82.4600739,1344,,5,Pelzer town,55465,160,43,Town of Pelzer,,https://townofpelzer.us/,0.6666666666666667,6542a354a129cb65b87ae4e8
Lauderdale,AL,34.9041221,-87.6509966,93564,77,6,Lauderdale County,,50,6,Lauderdale County,"200 S Court St # 303, Florence, AL 35630, USA",https://lauderdalecountyal.gov/,0.7741935483870968,65a603f5c769fa16f65912da
Glencoe,IL,42.1344886,-87.7631783,8849,,3,Glencoe village,29652,160,47,Village of Glencoe,"675 Village Ct #1609, Glencoe, IL 60022, USA",http://www.villageofglencoe.org/,0.7111111111111111,6542a321a129cb65b87a7dca
Lexington,VA,37.7823316,-79.4443196,7320,,5,Lexington city,45512,160,25,City of Lexington,"300 E Washington St, Lexington, VA 24450, USA",http://www.lexingtonva.gov/,0.7586206896551724,6542a2e8a129cb65b87a0304
North Augusta,SC,33.5214108,-81.9547814,24379,,5,North Augusta city,50695,160,25,City of North Augusta,"100 Georgia Ave, North Augusta, SC 29841, USA",http://www.northaugustasc.gov/,0.6666666666666667,6542a34aa129cb65b87ad5ab
Sumter,SC,33.9161395,-80.3823757,105556,85,5,Sumter County,,50,6,Sumter County,"20 Magnolia St, Sumter, SC 29150, USA",http://www.sumtercountysc.org,0.6896551724137931,6542a2eaa129cb65b87a06ac
Vestavia Hills,AL,33.4624959,-86.7395079,39102,,6,Vestavia Hills city,78552,160,25,City of Vestavia Hills,"1032 Montgomery Hwy, Vestavia Hills, AL 35216, USA",vhal.org,0.7272727272727273,65a603f5c769fa16f65914a1
Harrison,AR,36.2425922,-93.1176503,13069,,7,Harrison city,30460,160,25,City of Harrison,"118 Industrial Park Rd, Harrison, AR 72601, USA",https://www.cityofharrison.com,0.7894736842105263,65a603f5c769fa16f6591623
Ashland,VA,37.760417,-77.4724138,7565,,5,Ashland town,3368,160,43,Town of Ashland,"121 Thompson St, Ashland, VA 23005, USA",https://www.ashlandva.gov,0.76,6542a2e8a129cb65b87a01bd
Danville,VA,36.5833337,-79.4080707,42590,,5,Danville city,21344,160,25,City of Danville,,http://www.danville-va.gov,0.7428571428571429,6542a315a129cb65b87a59ca
Lancaster,VA,37.7048433,-76.4126628,10919,103,5,Lancaster County,,50,6,Lancaster County,"8311 Mary Ball Rd, Lancaster, VA 22503, USA",http://www.lancova.com,0.8,6542a36da129cb65b87b2b85
Johns Hopkins,MD,39.328889,-76.620278,37156,,,John Hopkins University,,970,33,Johns Hopkins,,https://www.jhu.edu/,0.85,65a603f5c769fa16f65914e8
Cleveland Metro Parks,OH,,,,,,Cleveland Metro Parks,,360,,Cleveland Metro Parks,,https://www.clevelandmetroparks.com/,0.8571428571428572,657ca765e2846121258d9f36
Fairbanks North Star Borough School District,AK,64.8197565,-147.5464891,12703,,9,Fairbanks North Star Borough School District,600,970,0,Fairbanks North Star Borough School District,"520 Fifth Ave, Fairbanks, AK, 99701",https://www.k12northstar.org/,0.6666666666666667,6542a2e8a129cb65b87a034e
Lowndes,AL,32.147888,-86.6505859,10311,85,6,Lowndes County,,50,6,Lowndes County,"105 E Tuskeena St, Hayneville, AL 36040, USA",https://www.lowndes-al.gov/,0.7407407407407407,6542a337a129cb65b87ab24e
Green Forest,AR,36.3347102,-93.4309624,2972,,7,Green Forest city,28600,160,25,City of Green Forest,"203 S Springfield Ave, Green Forest, AR 72638, USA",https://www.greenforestar.net/,0.7692307692307692,65a603f5c769fa16f6591612
Marin,CA,38.0513667,-122.7463958,262321,41,9,Marin County,,50,6,Marin County,"3501 Civic Center Dr # 325, San Rafael, CA 94903, USA",https://www.marincounty.gov/,0.8064516129032258,6542a35ba129cb65b87affdd
New York,NY,40.6627117,-73.9386769,8804190,,2,New York city,51000,160,25,City of New York,"City Hall Park, New York, NY 10007, USA",https://www.nyc.gov,0.7894736842105263,6542a30ba129cb65b87a3f9e
Brewton City School District,AL,31.1158616,-87.0730792,1224,,6,Brewton City School District,450,970,0,Brewton City School District,"811 Belleville Ave, Brewton, AL, 36426",https://www.brewtoncityschools.org/,0.875,65a603f5c769fa16f65914d0
Alpine,UT,40.4629347,-111.772437,10251,,8,Alpine city,540,160,25,City of Alpine,"20 N Main St, Alpine, UT 84004, USA",https://www.alpineut.gov,0.7083333333333333,6542a2e8a129cb65b87a01bd
Center Point,AL,33.6439031,-86.6845668,16406,,6,Center Point city,13264,160,25,City of Center Point,"2209 Center Point Pkwy, Center Point, AL 35215, USA",https://www.cityofcenterpoint.org/,0.7352941176470589,6542a322a129cb65b87a84a8
Fluvanna,VA,37.830584,-78.2834938,27249,65,5,Fluvanna County,,50,6,Fluvanna County,,http://www.fluvannacounty.org,0.7837837837837838,6542a31da129cb65b87a731e
Lee,VA,36.7017206,-83.1301117,22173,105,5,Lee County,,50,6,Lee County,"33640 Main St Courthouse, Jonesville, VA 24263, USA",http://www.leecova.org/,0.6956521739130435,65a603f5c769fa16f65914ca
Leesburg,VA,39.1062906,-77.5552437,48250,,5,Leesburg town,44984,160,43,Town of Leesburg,"25 W Market St, Leesburg, VA 20176, USA",http://www.leesburgva.gov,0.7419354838709677,6542a371a129cb65b87b362e
Fayette,AL,33.7161568,-87.7642923,16321,57,6,Fayette County,,50,6,Fayette County,"103 1st Ave NW #2, Fayette, AL 35555, USA",https://fayetteal.org/,1.0,6542a31ca129cb65b87a7081
Autauga,AL,32.5322367,-86.6464395,58805,1,6,Autauga County,,50,6,Autauga County,"218 N Court St, Prattville, AL 36067, USA",http://www.autaugaco.org/,0.6799999999999999,6542a323a129cb65b87a85bf
Bella Vista,AR,36.4666414,-94.266317,30104,,7,Bella Vista city,4840,160,25,City of Bella Vista,"101 NE Towncenter, Bella Vista, AR 72714, USA",https://www.bellavistaar.gov/,0.7241379310344828,6542a2e8a129cb65b87a01ea
Marion,VA,36.8373932,-81.5156636,5751,,5,Marion town,49464,160,43,Town of Marion,"Municipal building, 138 W Main St, Marion, VA 24354, USA",http://www.marionva.org,0.7083333333333333,6542a2eaa129cb65b87a06ac
South Carolina,SC,33.8741776,-80.8542639,5118425,,5,South Carolina,,40,0,South Carolina,,https://sc.gov/,0.736842105263158,6542a30ba129cb65b87a3f9e
Burnettown,SC,33.5210735,-81.8646549,3105,,5,Burnettown town,10270,160,43,Town of Burnettown,,https://www.burnettown.com/,0.6923076923076923,6542a307a129cb65b87a3d82
Greenville,SC,34.8926452,-82.3720772,525534,45,5,Greenville County,,50,6,Greenville County,,https://www.greenvillecounty.org/,0.7674418604651163,6542a322a129cb65b87a844f
Craig City School District,AK,55.4741831,-133.1395238,668,,9,Craig City School District,90,970,0,Craig City School District,"100 School Rd, Craig, AK, 99921",https://www.ccsd.k12.ak.us/,0.7857142857142857,65a603f5c769fa16f65914e0
St. Francis,AR,35.0228383,-90.7515058,23090,123,7,St. Francis County,,50,6,Saint Francis County,"Fluerland, Forrest City, AR 72335, USA",https://www.arcounties.org/counties/st-francis/,1.0,65a603f5c769fa16f659153f
Amherst,OH,41.4053292,-82.2317251,12681,,3,Amherst city,1798,160,25,City of Amherst,"206 S Main St, Amherst, OH 44001, USA",https://amherstohio.org/,0.75,6542a2eaa129cb65b87a0570
Anniston,AL,33.6734685,-85.8108912,21564,,6,Anniston city,1852,160,25,City of Anniston,"4309 McClellan Blvd, Anniston, AL 36201, USA",https://www.annistonal.gov/,0.7857142857142857,6542a338a129cb65b87ab57f
El Paso,TX,31.8477804,-106.4311055,678815,,7,El Paso city,24000,160,25,City of El Paso,"300 N Campbell St, El Paso, TX 79901, USA",http://www.elpasotexas.gov/,0.7941176470588236,6542a318a129cb65b87a676f
Williamsburg,VA,37.269481,-76.7081925,15425,,5,Williamsburg city,86160,160,25,City of Williamsburg,"401 Lafayette St, Williamsburg, VA 23185, USA",https://www.williamsburgva.gov/,1.0,6542a371a129cb65b87b362e
Jackson,AL,34.764114,-85.9800556,52579,71,6,Jackson County,,50,6,Jackson County,"305 S Scott St # 21, Scottsboro, AL 35768, USA",https://www.jacksoncountyal.gov,0.78125,6542a322a129cb65b87a8270
Saraland City School District,AL,30.8347541,-88.0970819,3354,,6,Saraland City School District,185,970,0,Saraland City School District,"4010 Lil Spartan Drive, Saraland, AL, 36571",https://www.saralandboe.org/,0.7567567567567568,65a603f5c769fa16f65914c2
Benton,AR,36.3378189,-94.2562984,284333,7,7,Benton County,,50,6,Benton County,"215 E Central Ave, Bentonville, AR 72712, USA",https://bentoncountyar.gov,0.7037037037037037,65a603f5c769fa16f6591504
Stone,AR,35.8570011,-92.1404819,12359,137,7,Stone County,,50,6,Stone County,"845 00083, 000C, Mountain View, AR 72560, USA",https://www.stonecountyar.gov/,0.8125,65a603f5c769fa16f6591539
Mobile,AL,30.6845725,-88.1965682,414809,97,6,Mobile County,,50,6,Mobile County,"205 Government St #8, Mobile, AL 36602, USA",https://www.mobilecountyal.gov,0.71875,6542a323a129cb65b87a86b6
